1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
637	-0.484481	28.020984	0.205403	0.058979	2.6
638	-0.462598	27.170807	0.209028	0.018793	2.0
639	-0.466454	26.268300	0.213019	0.037977	3.1
640	-0.484188	27.267997	0.208607	0.026193	3.5
641	-0.475558	28.267997	0.204373	0.025462	2.1
642	-0.492497	27.365516	0.208187	0.035716	2.5
643	-0.482752	28.048843	0.205286	0.028722	2.5
644	-0.503567	29.048420	0.201186	0.021617	2.7
645	-0.499878	28.170153	0.204780	0.047660	2.7
646	-0.477428	29.067940	0.201108	0.044117	1.8
647	-0.463162	28.165433	0.204799	0.031303	1.6
648	-0.465864	29.165336	0.200717	0.038821	1.6
649	-0.459144	30.165319	0.196794	0.032591	2.7
650	-0.457705	30.880997	0.194080	0.049211	2.0
651	-0.468916	29.978504	0.197516	0.043512	1.9
652	-0.473463	29.075996	0.201075	0.037718	2.1
653	-0.486558	28.867183	0.201917	0.052222	1.8
654	-0.473283	29.867183	0.197948	0.044852	3.0
655	-0.483577	30.851941	0.194188	0.033527	5.1
656	-0.483645	29.949433	0.197628	0.031492	11.4
657	-0.495223	30.949380	0.193824	0.057581	2.7
658	-0.480502	30.046872	0.197251	0.064585	2.1
659	-0.473003	29.144365	0.200801	0.035698	2.3
660	-0.503273	30.144365	0.196875	0.038973	2.0
661	-0.474267	29.241857	0.200412	0.019871	2.7
662	-0.484377	29.418843	0.199708	0.035347	1.7
663	-0.475602	29.201635	0.200572	0.063971	1.8
664	-0.464159	30.201635	0.196655	0.043719	2.1
665	-0.522040	31.177255	0.192978	0.036218	1.6
666	-0.480109	31.816236	0.190643	0.055327	3.4
667	-0.485317	30.914709	0.193954	0.021456	2.8
668	-0.495410	30.031393	0.197311	0.018528	2.2
669	-0.479217	29.165764	0.200716	0.040988	2.2
670	-0.483351	30.161739	0.196808	0.039915	1.7
671	-0.498828	29.259231	0.200342	0.043777	2.1
672	-0.470689	28.377795	0.203919	0.052725	3.1
673	-0.478518	29.377795	0.199871	0.046033	1.7
674	-0.471800	28.475288	0.203517	0.046825	1.9
675	-0.503372	27.572780	0.207298	0.040228	1.9
676	-0.494269	26.670273	0.211223	0.050231	2.1
677	-0.468418	25.767765	0.215299	0.048308	1.8
678	-0.477088	24.865258	0.219535	0.046981	3.5
679	-0.461472	25.865258	0.214851	0.034023	1.8
680	-0.468746	24.962750	0.219070	0.012232	1.8
681	-0.464008	24.711513	0.220274	0.044646	1.7
682	-0.466101	25.517176	0.216459	0.027167	1.7
683	-0.482759	24.996702	0.218908	0.050220	2.1
684	-0.483324	25.996702	0.214250	0.076500	1.9
685	-0.485426	25.094194	0.218445	0.035512	1.9
686	-0.499275	24.191687	0.222808	0.034112	2.0
687	-0.487848	25.189089	0.217996	0.062361	1.9
688	-0.500603	26.184602	0.213397	0.034567	1.8
689	-0.456170	25.282095	0.217558	0.027043	1.5
690	-0.491100	26.210410	0.213280	0.016242	1.6
691	-0.465237	26.069075	0.213921	0.029290	2.1
692	-0.456716	25.170973	0.218082	0.038354	3.5
693	-0.495385	24.602682	0.220799	0.016627	2.3
694	-0.481032	24.545322	0.221078	0.048741	1.6
695	-0.493434	25.543819	0.216335	0.038661	1.9
696	-0.498014	24.641311	0.220613	0.022141	1.6
697	-0.482470	23.738805	0.225063	0.027999	1.8
698	-0.475646	22.868736	0.229527	0.047909	1.7
699	-0.477705	22.053249	0.233874	0.046819	1.6
700	-0.504424	21.151371	0.238878	0.044626	1.7
701	-0.494246	22.151371	0.233342	0.081813	1.6
702	-0.486707	23.151371	0.228057	0.043813	1.5
703	-0.509237	22.248864	0.232816	0.055407	1.6
704	-0.486770	21.346356	0.237778	0.033797	1.7
705	-0.483462	20.443849	0.242956	0.039926	2.3
706	-0.506887	19.541341	0.248365	0.039831	1.5
707	-0.503253	20.541324	0.242386	0.067993	1.6
708	-0.472132	19.638817	0.247769	0.030059	1.7
709	-0.484016	18.736330	0.253397	0.057870	1.7
710	-0.485728	19.736330	0.247176	0.062270	1.4
711	-0.485377	20.736330	0.241254	0.051305	1.5
712	-0.455087	19.833822	0.246586	0.040821	1.6
713	-0.473718	20.820116	0.240770	0.025713	1.8
714	-0.481095	20.266735	0.243999	0.015547	1.5
715	-0.492768	19.375999	0.249382	0.029956	1.7
716	-0.490634	18.639654	0.254015	0.040733	2.2
717	-0.492372	19.639651	0.247764	0.023262	1.4
718	-0.479289	18.969228	0.251920	0.045594	1.4
719	-0.495403	19.969227	0.245771	0.013395	1.4
720	-0.472678	20.086402	0.245070	0.018531	1.6
721	-0.493132	19.209528	0.250414	0.043136	1.9
722	-0.507254	18.308811	0.256152	0.034435	1.7
723	-0.460822	17.406398	0.262171	0.049174	1.6
724	-0.490397	18.406397	0.255518	0.043057	1.4
725	-0.480943	19.406397	0.249194	0.048226	2.6
726	-0.490782	18.503901	0.254887	0.046157	1.5
727	-0.504962	19.503901	0.248595	0.025016	1.4
728	-0.465277	18.937264	0.252122	0.041905	1.4
729	-0.485107	18.975355	0.251881	0.044482	1.7
730	-0.492483	19.510139	0.248556	0.072458	1.8
731	-0.489620	18.607631	0.254220	0.046925	1.4
732	-0.493486	19.607631	0.247959	0.050919	1.4
733	-0.468265	18.705124	0.253596	0.050444	1.9
734	-0.477598	17.802616	0.259494	0.053644	1.6
735	-0.495576	18.802616	0.252975	0.048497	1.7
736	-0.479435	17.900109	0.258844	0.049969	1.6
737	-0.477670	16.997601	0.264992	0.038224	2.0
738	-0.481351	16.234747	0.270421	0.066583	1.8
739	-0.491579	15.332239	0.277138	0.034208	1.6
740	-0.489618	14.429732	0.284198	0.032636	1.9
741	-0.493490	13.616872	0.290871	0.024657	2.1
742	-0.505908	12.714376	0.298657	0.040090	1.6
743	-0.473551	13.714345	0.290054	0.053710	1.8
744	-0.473105	14.488834	0.283724	0.041014	1.4
745	-0.491812	13.586326	0.291128	0.066296	1.7
746	-0.472703	14.586326	0.282947	0.037178	1.5
747	-0.480666	13.723761	0.289976	0.023463	1.4
748	-0.482573	12.930609	0.296754	0.027113	1.4
749	-0.484774	12.045066	0.304707	0.027535	2.1
750	-0.494498	13.045054	0.295757	0.040309	1.4
751	-0.489542	14.045054	0.287317	0.021021	1.4
752	-0.479697	13.142953	0.294909	0.035472	1.4
753	-0.488998	14.142802	0.286518	0.030568	1.5
754	-0.502607	14.839656	0.280947	0.069770	1.7
755	-0.485364	15.839656	0.273321	0.035957	1.4
756	-0.451127	14.937148	0.280185	0.027153	1.4
757	-0.487923	15.936462	0.272605	0.027920	1.4
758	-0.471964	15.034266	0.279430	0.049789	2.1
759	-0.491238	14.132060	0.286606	0.042367	1.5
760	-0.456093	15.132060	0.278674	0.027269	1.6
761	-0.439274	14.475675	0.283830	0.033314	1.4
762	-0.478465	15.475675	0.276048	0.049150	1.5
763	-0.486722	14.573168	0.283052	0.054695	1.6
764	-0.462449	13.670661	0.290420	0.055426	1.6
765	-0.481142	14.670617	0.282278	0.021830	1.6
766	-0.478521	15.670617	0.274581	0.053020	1.7
767	-0.457907	14.772267	0.281476	0.022025	1.6
768	-0.458418	13.869760	0.288762	0.045880	2.0
769	-0.474688	12.967488	0.296432	0.048060	2.0
770	-0.497394	12.064986	0.304523	0.050590	1.8
771	-0.492455	13.064986	0.295584	0.045981	1.7
772	-0.482180	14.064986	0.287154	0.026665	1.7
773	-0.517379	13.733784	0.289892	0.041853	1.7
774	-0.484517	14.731678	0.281796	0.056075	2.6
775	-0.486883	15.731678	0.274124	0.038516	1.8
776	-0.487620	14.829170	0.281029	0.056210	1.4
777	-0.474406	13.926663	0.288291	0.029199	1.4
778	-0.493512	13.297591	0.293579	0.045990	1.7
779	-0.482859	12.395826	0.301506	0.068665	1.5
780	-0.477862	13.395826	0.292740	0.079962	1.4
781	-0.472812	12.493319	0.300629	0.034464	1.5
782	-0.492339	13.493319	0.291913	0.046833	1.8
783	-0.472673	14.493318	0.283689	0.074383	1.4
784	-0.466679	13.590811	0.291090	0.059306	2.2
785	-0.509857	14.590811	0.282911	0.054051	1.5
786	-0.487945	13.688342	0.290272	0.033266	1.4
787	-0.459734	14.688342	0.282138	0.045013	1.5
788	-0.481399	14.004868	0.287647	0.036543	1.4
789	-0.486656	13.102387	0.295259	0.040471	1.7
790	-0.473154	12.200562	0.303279	0.035256	1.4
791	-0.475683	11.298054	0.311754	0.036016	1.8
792	-0.460711	12.223975	0.303066	0.026900	1.7
793	-0.474182	13.223965	0.294210	0.044682	1.5
794	-0.492973	12.321458	0.302179	0.028987	1.6
795	-0.506671	13.319250	0.293394	0.039852	1.6
796	-0.461441	12.416743	0.301317	0.019189	1.7
797	-0.462581	13.416729	0.292563	0.045078	1.5
798	-0.486405	13.639879	0.290678	0.050897	1.5
799	-0.490679	12.737371	0.298454	0.057035	2.0
800	-0.484622	11.834864	0.306657	0.041843	2.0
801	-0.496761	10.933216	0.315316	0.044629	1.5
802	-0.488100	10.030719	0.324486	0.044120	1.4
803	-0.456939	11.029037	0.314372	0.016485	1.6
804	-0.490140	10.139930	0.323348	0.057192	1.9
805	-0.480431	9.237425	0.333000	0.039420	1.5
806	-0.510655	8.421016	0.342240	0.058706	1.4
807	-0.476967	9.421016	0.330990	0.044062	1.6
808	-0.506228	8.518508	0.341110	0.031058	1.8
809	-0.504680	7.616001	0.351868	0.033457	1.5
810	-0.489044	6.713493	0.363327	0.076523	1.8
811	-0.451496	7.713427	0.350674	0.039760	1.4
812	-0.494397	6.810920	0.362054	0.031839	1.4
813	-0.484443	5.908420	0.374197	0.028045	1.5
814	-0.473639	6.908419	0.360789	0.016097	1.5
815	-0.466540	7.649209	0.351460	0.039719	1.5
816	-0.478752	7.960198	0.347686	0.050717	1.8
817	-0.475764	8.960198	0.336081	0.034206	1.5
818	-0.461511	9.960198	0.325226	0.041586	1.8
819	-0.476401	10.960198	0.315050	0.043801	1.7
820	-0.502380	11.960198	0.305491	0.042047	1.4
821	-0.448657	11.057690	0.314091	0.031649	1.5
822	-0.483514	12.053802	0.304626	0.021694	1.5
823	-0.483678	12.473168	0.300810	0.052092	1.5
824	-0.476315	11.571116	0.309140	0.048652	2.2
825	-0.479719	12.571116	0.299932	0.081052	1.5
826	-0.514313	13.571116	0.291256	0.059811	1.8
827	-0.469587	14.571116	0.283068	0.042895	1.4
828	-0.489849	13.668608	0.290437	0.043201	1.4
829	-0.500179	14.668608	0.282294	0.056412	1.8
830	-0.500049	13.766100	0.289623	0.018259	1.8
831	-0.477464	14.673989	0.282252	0.035125	1.4
832	-0.489650	15.673965	0.274556	0.062492	1.9
833	-0.501092	14.771458	0.281483	0.016424	1.5
834	-0.484354	13.868951	0.288768	0.028780	2.2
835	-0.511779	14.866742	0.280735	0.042902	1.4
836	-0.458009	15.866742	0.273120	0.023510	1.4
837	-0.488778	14.964234	0.279974	0.031218	1.4
838	-0.518564	15.957099	0.272452	0.047986	1.8
839	-0.462973	15.054997	0.279269	0.020925	1.7
840	-0.502129	14.353279	0.284812	0.042804	1.9
841	-0.482403	13.818341	0.289188	0.070826	1.5
842	-0.483699	13.106341	0.295225	0.054419	1.6
843	-0.498206	14.106341	0.286816	0.015010	1.4
844	-0.454104	14.612590	0.282738	0.054202	1.6
845	-0.490984	15.608707	0.275045	0.036284	1.4
846	-0.469726	14.706200	0.281997	0.049955	2.0
847	-0.459549	14.636384	0.282550	0.043967	2.3
848	-0.491685	14.166808	0.286322	0.050054	2.9
849	-0.474231	15.166808	0.278406	0.059749	2.3
850	-0.490934	14.264301	0.285531	0.025605	1.5
851	-0.477705	13.381272	0.292864	0.032071	1.4
852	-0.457688	13.151031	0.294839	0.032682	1.4
853	-0.481601	12.484522	0.300708	0.047855	1.9
854	-0.493237	13.484511	0.291988	0.026368	1.7
855	-0.493153	14.482511	0.283775	0.045311	1.6
856	-0.464428	15.482511	0.275997	0.049362	2.1
857	-0.487843	16.482511	0.268633	0.043237	1.9
858	-0.490556	15.580003	0.275261	0.054659	1.6
859	-0.477301	14.677496	0.282224	0.045675	1.5
860	-0.501193	13.774988	0.289549	0.037748	1.5
861	-0.509186	12.872481	0.297263	0.038178	1.9
862	-0.495033	11.969973	0.305401	0.033716	2.0
863	-0.471328	11.077375	0.313899	0.033701	1.7
864	-0.490152	10.174868	0.322986	0.045228	1.8
865	-0.467598	9.272364	0.332615	0.061649	1.4
866	-0.502066	10.272364	0.321979	0.034540	1.6
867	-0.518223	9.369856	0.331547	0.055356	1.7
868	-0.498263	8.467349	0.341702	0.042548	1.7
869	-0.476179	9.467349	0.330487	0.072475	1.5
870	-0.493406	10.467349	0.319984	0.029014	1.5
871	-0.480221	9.564844	0.329432	0.028613	2.5
872	-0.473642	10.540916	0.319238	0.045282	2.1
873	-0.491444	9.638551	0.328640	0.023762	1.7
874	-0.489757	8.865471	0.337147	0.025188	2.1
875	-0.468644	7.963133	0.347651	0.025746	2.6
876	-0.458200	8.963124	0.336048	0.025186	1.7
877	-0.499327	8.328141	0.343324	0.059296	1.5
878	-0.497242	7.425634	0.354224	0.048233	2.3
879	-0.450300	8.425634	0.342186	0.033404	1.7
880	-0.506045	9.425593	0.330940	0.028388	1.7
881	-0.482693	10.425534	0.320410	0.066492	1.6
882	-0.499729	9.523028	0.329884	0.027409	2.0
883	-0.458419	10.522975	0.319419	0.031054	1.8
884	-0.495541	9.620474	0.328834	0.060690	1.5
885	-0.486256	8.717967	0.338820	0.043683	1.7
886	-0.497337	9.717967	0.327790	0.053219	2.5
887	-0.450253	8.815459	0.337712	0.020837	1.7
888	-0.480149	9.815459	0.326753	0.030097	1.6
889	-0.495232	8.913071	0.336610	0.038772	2.4
890	-0.480254	9.912946	0.325723	0.067888	1.9
891	-0.503419	9.016372	0.335452	0.018336	1.6
892	-0.489675	10.016359	0.324637	0.025563	1.6
893	-0.495045	11.001340	0.314645	0.034395	2.8
894	-0.502669	10.192377	0.322805	0.032890	2.1
895	-0.483516	9.289905	0.332423	0.013952	1.6
896	-0.501933	10.133115	0.323419	0.034940	2.2
897	-0.480379	9.869306	0.326183	0.046993	1.6
898	-0.493394	10.869113	0.315950	0.026998	1.9
899	-0.494245	11.869113	0.306338	0.037184	1.6
900	-0.483499	12.862730	0.297349	0.035781	1.9
901	-0.481839	11.960314	0.305490	0.024184	2.6
902	-0.466344	11.057810	0.314090	0.050323	2.3
903	-0.472111	12.057807	0.304589	0.029999	1.9
904	-0.459216	13.057807	0.295646	0.036047	1.7
905	-0.484290	14.057807	0.287213	0.031596	1.5
906	-0.482724	13.162001	0.294744	0.026881	1.5
907	-0.495297	13.518720	0.291698	0.037970	1.9
908	-0.480352	13.576404	0.291212	0.025747	3.5
909	-0.479287	12.676399	0.298994	0.032104	1.9
910	-0.491157	11.774528	0.307222	0.026920	2.5
911	-0.504996	12.773124	0.298138	0.038370	1.6
912	-0.488562	11.870616	0.306324	0.040276	1.7
913	-0.491295	12.870453	0.297281	0.049062	1.9
914	-0.490368	13.870453	0.288756	0.022216	1.6
915	-0.470674	12.967945	0.296428	0.061090	2.6
916	-0.493105	12.392493	0.301536	0.022646	1.6
917	-0.489955	11.489997	0.309912	0.056422	2.4
918	-0.484944	12.097890	0.304220	0.025641	1.6
919	-0.500962	11.199352	0.312710	0.045654	1.6
920	-0.499342	12.199352	0.303290	0.021771	1.6
921	-0.485059	13.199352	0.294422	0.034273	1.9
922	-0.479606	14.199075	0.286060	0.057424	1.6
923	-0.470916	13.296680	0.293587	0.045007	2.2
924	-0.467242	12.394172	0.301521	0.034550	2.3
925	-0.499049	12.739884	0.298432	0.022964	1.6
926	-0.462550	13.570297	0.291263	0.082668	1.5
927	-0.486830	14.570297	0.283075	0.034100	2.1
928	-0.473846	15.243578	0.277816	0.053064	2.7
929	-0.502641	14.341080	0.284911	0.017329	2.2
930	-0.494336	15.336085	0.277109	0.055052	1.8
931	-0.495545	16.335666	0.269690	0.063861	2.2
932	-0.470641	17.335666	0.262655	0.039813	1.8
933	-0.499759	16.433324	0.268986	0.025457	1.6
934	-0.480076	17.433154	0.261989	0.030276	1.7
935	-0.479895	18.432939	0.255346	0.060912	1.7
936	-0.476011	19.432703	0.249032	0.042962	1.6
937	-0.504569	20.432703	0.243022	0.039390	2.0
938	-0.480924	19.530196	0.248433	0.037765	2.0
939	-0.480158	18.627688	0.254091	0.028683	2.1
940	-0.465372	18.645786	0.253975	0.027293	2.0
941	-0.496307	18.171286	0.257052	0.031082	2.3
942	-0.508038	19.171280	0.250653	0.025319	1.6
943	-0.490988	20.171276	0.244565	0.030454	1.5
944	-0.479123	21.170262	0.238771	0.024735	1.7
945	-0.488637	22.169339	0.233245	0.042091	2.1
946	-0.497397	23.075222	0.228451	0.033174	1.7
947	-0.472940	22.284983	0.232622	0.051316	1.6
948	-0.499328	21.382476	0.237576	0.032195	1.5
949	-0.511508	20.543339	0.242375	0.036006	2.0
950	-0.505845	21.543339	0.236677	0.056500	2.1
951	-0.485019	20.640831	0.241807	0.028214	1.8
952	-0.489855	19.738366	0.247164	0.038204	3.0
953	-0.488495	18.836927	0.252757	0.038700	1.6
954	-0.480854	17.934420	0.258616	0.023151	1.5
955	-0.505177	18.934403	0.252140	0.019607	1.7
956	-0.467031	18.216996	0.256752	0.032672	2.1
957	-0.500393	17.406258	0.262172	0.024437	1.6
958	-0.481507	17.120621	0.264137	0.030893	1.6
959	-0.506817	16.219179	0.270534	0.065196	1.5
960	-0.470388	17.212779	0.263499	0.035543	3.2
961	-0.463311	18.212777	0.256780	0.030725	1.7
962	-0.489741	19.151399	0.250777	0.042578	1.6
963	-0.492120	18.248894	0.256543	0.030798	2.2
964	-0.482762	17.348857	0.262564	0.071582	2.5
965	-0.499120	18.348857	0.255892	0.029057	1.8
966	-0.500692	17.885590	0.258940	0.027012	1.6
967	-0.477230	16.992828	0.265025	0.048380	2.5
968	-0.499193	17.749265	0.259851	0.034221	1.9
969	-0.484745	18.580540	0.254394	0.046642	1.6
970	-0.477673	19.578177	0.248139	0.042603	1.9
971	-0.508282	18.675670	0.253784	0.023307	1.7
972	-0.515038	18.563166	0.254506	0.058698	1.6
973	-0.503174	17.660658	0.260447	0.033806	1.5
974	-0.476916	16.771476	0.266578	0.040833	4.0
975	-0.466217	17.771476	0.259702	0.038689	2.0
976	-0.522480	18.771475	0.253173	0.038918	2.2
977	-0.468430	18.111042	0.257448	0.046337	1.5
978	-0.485053	19.111038	0.251029	0.059207	1.6
979	-0.500602	18.208531	0.256808	0.019411	1.6
980	-0.495275	17.310647	0.262826	0.045033	1.8
981	-0.493079	16.408143	0.269167	0.061380	3.1
982	-0.486282	15.505636	0.275822	0.052270	1.6
983	-0.468018	14.603129	0.282814	0.040193	1.5
984	-0.482069	15.590912	0.275179	0.039535	1.8
985	-0.475322	16.590196	0.267864	0.024843	1.6
986	-0.479990	17.589993	0.260924	0.036998	1.8
987	-0.447114	16.998655	0.264984	0.048728	1.6
988	-0.496313	17.998655	0.258190	0.018686	2.0
989	-0.493921	17.096148	0.264306	0.021021	2.4
990	-0.494190	18.035027	0.257949	0.033268	2.0
991	-0.459637	19.003301	0.251705	0.031954	1.9
992	-0.462385	19.970640	0.245763	0.015005	1.6
993	-0.459530	20.778245	0.241012	0.031103	1.7
994	-0.493493	21.737267	0.235603	0.032202	1.5
995	-0.480009	22.563658	0.231134	0.030469	2.5
996	-0.476561	23.554525	0.225994	0.042498	2.1
997	-0.484716	22.754638	0.230125	0.039755	1.6
998	-0.453589	21.852131	0.234972	0.062926	1.9
999	-0.475094	22.700303	0.230411	0.019415	1.6
1000	-0.488786	21.797796	0.235270	0.049691	1.5
1001	-0.465132	21.663726	0.236010	0.044586	1.6
1002	-0.512545	20.761218	0.241110	0.019417	2.3
1003	-0.497687	19.858732	0.246436	0.033698	2.5
1004	-0.505324	20.858355	0.240550	0.053429	1.8
1005	-0.494704	21.858355	0.234938	0.069350	1.9
1006	-0.488983	22.644719	0.230705	0.032274	1.6
1007	-0.471151	21.742212	0.235576	0.041895	1.5
1008	-0.505733	20.839728	0.240658	0.020917	1.7
1009	-0.489002	21.837546	0.235052	0.027025	1.9
1010	-0.509078	21.139891	0.238943	0.051288	2.1
1011	-0.490017	20.237384	0.244173	0.054307	1.9
1012	-0.490128	19.334876	0.249636	0.031214	1.6
1013	-0.483272	20.334871	0.243597	0.014464	2.1
1014	-0.488552	19.755294	0.247061	0.033573	1.9
1015	-0.491380	19.061841	0.251338	0.018680	1.5
1016	-0.521549	18.159816	0.257127	0.030063	1.6
1017	-0.489280	18.723933	0.253476	0.028967	2.3
1018	-0.500636	17.821484	0.259368	0.061538	2.0
1019	-0.510518	18.821483	0.252855	0.078796	2.1
1020	-0.482466	17.918976	0.258718	0.024646	2.2
1021	-0.499810	18.918970	0.252237	0.054029	1.6
1022	-0.472471	19.918970	0.246073	0.025710	1.8
1023	-0.476774	19.067462	0.251302	0.030087	1.6
1024	-0.458924	18.176135	0.257020	0.024647	2.0
1025	-0.458890	17.523077	0.261377	0.056040	1.6
1026	-0.469038	18.523077	0.254764	0.038882	1.5
1027	-0.505621	19.523077	0.248477	0.035204	1.9
1028	-0.467840	20.523077	0.242493	0.038933	1.9
1029	-0.499139	21.507130	0.236879	0.046516	1.6
1030	-0.492297	22.507130	0.231434	0.028173	1.6
1031	-0.511601	22.279856	0.232650	0.087926	1.5
1032	-0.476078	21.377349	0.237604	0.047250	3.0
1033	-0.486213	22.377349	0.232127	0.062338	1.7
1034	-0.480885	21.474841	0.237059	0.077840	1.8
1035	-0.469340	20.572334	0.242205	0.050138	2.1
1036	-0.486704	21.572334	0.236516	0.043511	1.9
1037	-0.477944	20.669842	0.241639	0.028864	1.6
1038	-0.473931	19.784278	0.246886	0.050199	1.5
1039	-0.478841	18.884084	0.252458	0.036880	1.8
1040	-0.471857	18.187268	0.256947	0.031440	1.9
1041	-0.495462	17.285389	0.263000	0.047250	1.6
1042	-0.484066	17.875021	0.259011	0.041559	1.8
1043	-0.505550	17.385829	0.262312	0.025597	3.1
1044	-0.490747	16.483325	0.268627	0.025659	1.6
1045	-0.505950	15.627580	0.274903	0.035731	1.9
1046	-0.495076	14.746274	0.281681	0.021508	2.3
1047	-0.493401	13.843767	0.288977	0.011246	1.6
1048	-0.500144	12.982152	0.296304	0.055434	1.5
1049	-0.483962	13.980240	0.287850	0.050022	1.8
1050	-0.477474	14.980240	0.279849	0.028154	2.1
1051	-0.499057	15.978857	0.272292	0.040865	1.6
1052	-0.483216	15.132225	0.278672	0.057317	1.5
1053	-0.488660	14.229717	0.285811	0.039968	1.5
1054	-0.506810	13.327210	0.293326	0.034543	2.6
1055	-0.495657	14.327208	0.285022	0.041997	1.6
1056	-0.496139	13.424701	0.292495	0.037357	1.5
1057	-0.495998	14.424699	0.284238	0.038739	1.9
1058	-0.475659	13.532961	0.291578	0.018214	1.7
1059	-0.479663	12.952598	0.296562	0.021564	1.9
1060	-0.486597	13.947798	0.288117	0.050159	1.6
1061	-0.498563	14.947360	0.280105	0.021980	1.8
1062	-0.489570	15.938513	0.272589	0.030015	1.8
1063	-0.473912	16.129418	0.271188	0.030801	1.5
1064	-0.473507	15.226924	0.277944	0.035841	1.7
1065	-0.491176	14.324416	0.285045	0.073901	2.4
1066	-0.473740	13.421909	0.292519	0.014069	1.6
1067	-0.500462	12.527374	0.300323	0.041726	1.5
1068	-0.501956	13.527366	0.291625	0.040912	1.5
1069	-0.493669	12.628131	0.299423	0.081151	2.5
1070	-0.479351	13.628128	0.290777	0.058858	1.8
1071	-0.494603	12.725621	0.298558	0.022902	1.5
1072	-0.474610	11.828472	0.306717	0.036574	1.5
1073	-0.468847	10.925984	0.315387	0.036444	2.5
1074	-0.479113	11.925984	0.305809	0.019751	1.6
1075	-0.484075	11.026002	0.314402	0.033777	1.5
1076	-0.510054	11.155948	0.313132	0.045459	1.5
1077	-0.478994	12.155812	0.303689	0.034845	2.9
1078	-0.480426	11.253304	0.312187	0.040115	2.3
1079	-0.472880	10.350797	0.321174	0.029136	2.2
1080	-0.496036	10.292728	0.321770	0.041448	2.8
1081	-0.467828	11.286441	0.311866	0.040736	2.2
1082	-0.505290	10.383978	0.320834	0.048840	1.9
1083	-0.473690	9.481471	0.330333	0.051017	2.4
1084	-0.502631	8.930962	0.336409	0.061556	1.6
1085	-0.494872	9.930962	0.325533	0.039982	1.7
1086	-0.485075	9.028455	0.335317	0.026768	2.2
1087	-0.511034	8.143191	0.345503	0.022592	2.4
1088	-0.491336	7.306186	0.355719	0.018617	2.0
1089	-0.502145	8.275929	0.343936	0.055934	1.8
1090	-0.480110	9.275915	0.332576	0.030957	2.4
1091	-0.491575	8.373408	0.342795	0.044976	1.7
1092	-0.499079	7.529175	0.352939	0.035783	1.6
1093	-0.462710	8.523664	0.341050	0.020742	1.9
1094	-0.475352	9.475067	0.330403	0.036627	1.7
1095	-0.462292	8.682095	0.339230	0.069793	2.1
1096	-0.497798	9.682095	0.328173	0.040687	1.8
1097	-0.471916	10.682095	0.317815	0.022299	2.0
1098	-0.472107	9.779650	0.327133	0.047267	2.0
1099	-0.496209	10.779616	0.316840	0.037514	1.9
1100	-0.491890	9.877109	0.326101	0.034031	2.0
1101	-0.464282	8.974601	0.335919	0.055254	1.6
1102	-0.474398	8.072094	0.346348	0.043957	1.9
1103	-0.475287	9.072094	0.334830	0.044034	1.6
1104	-0.497109	10.070325	0.324073	0.029728	2.6
1105	-0.476197	9.167854	0.333767	0.039416	1.7
1106	-0.480495	10.167854	0.323059	0.029009	1.5
1107	-0.497123	9.265505	0.332691	0.020585	1.6
1108	-0.468644	9.014233	0.335476	0.040887	2.1
1109	-0.513663	10.013690	0.324665	0.024746	1.5
1110	-0.498631	11.013654	0.314524	0.025164	1.9
1111	-0.494143	12.013625	0.304997	0.063794	1.6
1112	-0.495438	11.111118	0.313569	0.029711	2.1
1113	-0.510566	10.208610	0.322637	0.024119	1.8
1114	-0.515618	11.084635	0.313828	0.074514	1.6
1115	-0.512514	12.084635	0.304342	0.038059	1.8
1116	-0.489365	11.182128	0.312877	0.045681	1.6
1117	-0.495206	11.343611	0.311315	0.049664	1.5
1118	-0.527929	10.441104	0.320251	0.034528	2.3
1119	-0.499056	11.441103	0.310379	0.018906	2.2
1120	-0.472138	10.538617	0.319261	0.036168	1.7
1121	-0.515387	9.687130	0.328120	0.034882	1.5
1122	-0.484363	10.686710	0.317769	0.035469	1.5
1123	-0.497815	9.784210	0.327085	0.025731	2.0
1124	-0.480273	8.881711	0.336964	0.081038	1.6
1125	-0.522417	7.979203	0.347458	0.033423	1.5
1126	-0.512427	8.979203	0.335868	0.044874	1.8
1127	-0.479483	8.077494	0.346283	0.038769	2.1
1128	-0.502318	7.174987	0.357375	0.038360	1.6
1129	-0.494726	6.272479	0.369202	0.037094	1.5
1130	-0.465846	7.257081	0.356337	0.062956	1.5
1131	-0.490681	8.257080	0.344158	0.076139	2.0
1132	-0.476719	7.354573	0.355112	0.047009	1.6
1133	-0.471245	8.354573	0.343015	0.036879	1.7
1134	-0.502399	9.354573	0.331714	0.055888	2.0
1135	-0.488807	8.728628	0.338699	0.049626	2.2
1136	-0.471997	9.728627	0.327676	0.049609	1.7
1137	-0.456560	10.728626	0.317349	0.042326	1.7
1138	-0.500017	9.826119	0.326640	0.023761	1.8
1139	-0.484983	8.923613	0.336492	0.033980	1.7
1140	-0.477622	8.022629	0.346938	0.045249	1.5
1141	-0.504987	7.120122	0.358073	0.051210	1.5
1142	-0.494274	6.217614	0.369946	0.018797	2.1
1143	-0.512693	6.002690	0.372891	0.018012	2.3
1144	-0.482411	6.723797	0.363192	0.024769	1.6
1145	-0.484963	7.276600	0.356091	0.069124	1.5
1146	-0.486338	6.374150	0.367831	0.059271	1.8
1147	-0.511158	7.374141	0.354867	0.028321	3.0
