1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
500	-0.534665	44.249552	0.259553	0.030941	1.8
501	-0.526574	43.957475	0.260720	0.026108	1.7
502	-0.525805	43.606135	0.262138	0.035886	2.1
503	-0.516506	44.605944	0.258143	0.030813	1.6
504	-0.508320	44.252870	0.259540	0.024941	2.1
505	-0.499199	43.901589	0.260944	0.021886	2.0
506	-0.523373	44.808947	0.257346	0.012561	1.7
507	-0.539338	44.509525	0.258523	0.012676	1.8
508	-0.517433	44.553501	0.258349	0.024762	1.8
509	-0.520032	44.264357	0.259494	0.021181	2.0
510	-0.546458	45.258054	0.255602	0.025317	1.6
511	-0.506008	46.255750	0.251810	0.016043	2.2
512	-0.509361	47.243039	0.248167	0.030036	1.9
513	-0.533936	47.437679	0.247462	0.026403	2.1
514	-0.502432	47.083706	0.248748	0.021932	1.9
515	-0.511670	46.731320	0.250042	0.010833	1.7
516	-0.489092	46.500464	0.250898	0.021622	2.0
517	-0.517864	47.403451	0.247585	0.013448	1.7
518	-0.516031	47.050515	0.248870	0.022396	2.0
519	-0.492251	47.373135	0.247695	0.029139	2.9
520	-0.526249	47.019284	0.248984	0.018252	1.9
521	-0.515625	46.665438	0.250286	0.020168	1.7
522	-0.531672	47.265281	0.248087	0.029443	1.8
523	-0.497315	46.911374	0.249379	0.014461	2.3
524	-0.517068	46.572222	0.250631	0.033378	1.8
525	-0.524968	47.559153	0.247023	0.021407	2.6
526	-0.506336	48.559077	0.243472	0.026882	1.8
527	-0.506976	48.205147	0.244717	0.028643	1.7
528	-0.477892	47.851249	0.245975	0.047547	1.9
529	-0.523671	47.497275	0.247246	0.023159	1.9
530	-0.508919	48.497265	0.243689	0.033912	1.5
531	-0.528469	49.497206	0.240232	0.021327	1.6
532	-0.544188	49.143440	0.241444	0.026581	1.8
533	-0.516149	49.203892	0.241236	0.041361	1.7
534	-0.523209	50.203877	0.237848	0.020428	1.5
535	-0.519965	51.203815	0.234554	0.019784	1.6
536	-0.538931	52.149280	0.231522	0.019656	1.6
537	-0.521873	53.148625	0.228402	0.010494	1.7
538	-0.499582	53.290678	0.227965	0.016777	1.5
539	-0.544972	52.989316	0.228894	0.014608	1.6
540	-0.500403	52.637382	0.229988	0.030641	2.9
541	-0.509965	52.297673	0.231054	0.029709	2.0
542	-0.522552	53.108971	0.228524	0.021998	1.6
543	-0.521664	53.204148	0.228231	0.028381	1.7
544	-0.498157	52.853620	0.229314	0.025387	1.8
545	-0.548409	53.709064	0.226689	0.024838	1.6
546	-0.513406	53.374176	0.227709	0.026424	1.8
547	-0.544689	54.374151	0.224688	0.031644	2.1
548	-0.521425	54.800773	0.223424	0.030752	1.8
549	-0.495004	55.747694	0.220667	0.012551	1.7
550	-0.515866	56.530678	0.218439	0.022798	1.9
551	-0.513447	56.194953	0.219389	0.017721	1.9
552	-0.504169	57.193933	0.216586	0.022335	1.7
553	-0.506645	56.840191	0.217570	0.027339	1.6
554	-0.506504	57.835987	0.214822	0.041205	1.8
555	-0.523526	57.570266	0.215548	0.037284	1.9
556	-0.508584	57.216324	0.216524	0.025773	1.6
557	-0.522137	56.862350	0.217508	0.038173	1.6
558	-0.494415	57.810438	0.214892	0.016562	1.6
559	-0.539565	57.463768	0.215841	0.034455	1.7
560	-0.528390	57.195281	0.216582	0.024233	1.4
561	-0.542167	58.195279	0.213847	0.025181	1.5
562	-0.518662	59.176546	0.211230	0.029114	2.6
563	-0.502614	58.908614	0.211938	0.017243	1.8
564	-0.503177	58.561402	0.212863	0.031240	1.7
565	-0.526129	59.413049	0.210609	0.024335	1.5
566	-0.516055	60.411471	0.208026	0.031738	1.8
567	-0.518104	61.411469	0.205502	0.021755	1.6
568	-0.526863	61.588701	0.205061	0.018734	1.6
569	-0.516010	61.241018	0.205928	0.019586	2.4
570	-0.499715	62.235362	0.203468	0.029815	2.4
571	-0.508740	61.881955	0.204335	0.037255	1.6
572	-0.516737	61.613621	0.204999	0.047835	1.6
573	-0.527712	62.154307	0.203666	0.040185	1.7
574	-0.498629	63.154307	0.201246	0.010903	1.8
575	-0.524858	62.909880	0.201832	0.031599	1.7
576	-0.539724	62.572261	0.202647	0.021111	1.6
577	-0.544283	63.537032	0.200335	0.033356	1.6
578	-0.532884	64.338751	0.198453	0.023204	1.7
579	-0.508392	63.984778	0.199279	0.018834	1.6
580	-0.530646	63.740477	0.199854	0.046306	1.9
581	-0.498274	64.732729	0.197541	0.030146	1.9
582	-0.516353	65.732729	0.195263	0.032606	1.9
583	-0.533173	65.379257	0.196062	0.029071	1.9
584	-0.519763	65.025284	0.196869	0.041782	2.1
585	-0.487233	64.671310	0.197682	0.020786	2.2
586	-0.529855	65.671176	0.195402	0.020997	1.8
587	-0.518838	66.618423	0.193289	0.035738	1.7
588	-0.499853	66.264455	0.194073	0.039732	1.6
589	-0.500128	67.263038	0.191878	0.015398	1.5
590	-0.497363	66.909067	0.192650	0.022509	1.6
591	-0.510437	66.984117	0.192486	0.027404	1.7
592	-0.498456	66.631147	0.193261	0.015959	1.9
593	-0.501033	66.294614	0.194006	0.020549	1.6
594	-0.510862	65.950513	0.194774	0.025857	1.6
595	-0.490630	66.942575	0.192577	0.020061	1.5
596	-0.517258	66.588613	0.193355	0.025599	1.8
597	-0.509514	67.545469	0.191266	0.015550	1.5
598	-0.552556	67.708902	0.190913	0.024055	2.1
599	-0.484509	67.355204	0.191677	0.032862	1.9
600	-0.527996	67.866147	0.190575	0.023147	2.1
601	-0.501652	68.163177	0.189941	0.017553	1.6
602	-0.542945	67.917262	0.190466	0.022540	1.6
603	-0.532252	68.093949	0.190088	0.013020	1.6
604	-0.535023	68.504186	0.189217	0.018501	1.6
605	-0.492566	68.977567	0.188221	0.012416	1.7
606	-0.542145	68.718652	0.188765	0.039825	2.8
607	-0.533401	68.452385	0.189326	0.024925	1.7
608	-0.559689	69.452385	0.187233	0.028340	2.3
609	-0.490750	69.098646	0.187968	0.009130	2.6
610	-0.506410	68.778659	0.188638	0.014148	2.0
611	-0.492461	68.542447	0.189136	0.016763	1.7
612	-0.514694	68.242039	0.189773	0.013079	2.2
613	-0.509412	68.071085	0.190137	0.021253	1.8
614	-0.527626	68.806429	0.188580	0.031143	1.7
615	-0.520168	68.550590	0.189119	0.032051	2.0
616	-0.545993	69.550114	0.187031	0.027434	1.9
617	-0.531631	69.196141	0.187765	0.021105	1.6
618	-0.499863	68.842178	0.188505	0.035467	1.7
619	-0.521546	69.842167	0.186430	0.019893	1.8
620	-0.531935	69.503195	0.187128	0.016589	1.7
621	-0.519063	69.747708	0.186624	0.017112	1.7
622	-0.544023	70.540708	0.185007	0.033410	2.7
623	-0.495653	70.186837	0.185725	0.027698	1.9
624	-0.530240	71.186837	0.183711	0.024239	1.7
625	-0.512977	70.833090	0.184418	0.024789	1.6
626	-0.492414	70.479296	0.185132	0.036746	2.2
627	-0.519746	70.125326	0.185851	0.015480	2.2
628	-0.505802	69.771531	0.186575	0.021508	1.9
629	-0.528147	69.716390	0.186688	0.024356	2.5
630	-0.512868	69.364433	0.187416	0.013252	1.8
631	-0.519186	69.013887	0.188145	0.033753	1.7
632	-0.531018	68.666835	0.188874	0.032372	1.6
633	-0.499681	69.635840	0.186854	0.026316	2.4
634	-0.520949	70.633764	0.184819	0.027663	1.6
635	-0.513757	70.279796	0.185536	0.029596	1.6
636	-0.523122	69.925822	0.186258	0.024357	1.6
637	-0.492154	70.925793	0.184232	0.030295	3.2
638	-0.519696	70.657418	0.184772	0.021440	2.2
639	-0.543831	71.656488	0.182779	0.010290	2.2
640	-0.530519	71.943776	0.182214	0.032263	1.9
641	-0.531521	72.516018	0.181099	0.023952	1.9
642	-0.537746	73.515998	0.179183	0.036780	1.9
643	-0.499010	74.515545	0.177308	0.030980	2.9
644	-0.534573	75.510873	0.175480	0.029290	2.1
645	-0.518180	75.159051	0.176122	0.023125	1.6
646	-0.513281	74.805173	0.176772	0.016471	2.2
647	-0.522237	74.485367	0.177364	0.025543	1.7
648	-0.516181	74.771188	0.176835	0.028791	1.5
649	-0.510180	74.417521	0.177490	0.038085	1.4
650	-0.503087	74.295448	0.177718	0.020018	1.7
651	-0.525432	74.460489	0.177411	0.029178	2.3
652	-0.509787	74.310844	0.177689	0.025407	1.7
653	-0.524077	73.990626	0.178288	0.023197	2.3
654	-0.519560	73.946566	0.178371	0.021603	1.6
655	-0.518573	74.889412	0.176617	0.032514	1.7
656	-0.491834	75.641377	0.175243	0.028479	1.6
657	-0.528991	75.287405	0.175887	0.041824	1.9
658	-0.535991	76.287388	0.174079	0.039082	2.6
659	-0.517901	75.933414	0.174715	0.025507	1.8
660	-0.499995	76.796748	0.173172	0.031021	2.9
661	-0.489980	76.442774	0.173802	0.031443	1.9
662	-0.505097	76.088801	0.174435	0.013351	1.6
663	-0.520289	75.734877	0.175073	0.049380	1.6
664	-0.504103	75.380903	0.175716	0.029831	1.8
665	-0.521711	75.026930	0.176364	0.025886	2.9
666	-0.510349	74.672959	0.177017	0.023710	1.6
667	-0.568626	74.319121	0.177674	0.018262	1.8
668	-0.486658	74.217793	0.177863	0.021901	1.6
669	-0.529453	73.969353	0.178328	0.050080	1.8
670	-0.512024	73.615379	0.178995	0.027349	1.6
671	-0.540386	73.261405	0.179667	0.020829	1.7
672	-0.506791	72.910586	0.180339	0.025651	2.4
673	-0.523815	73.040201	0.180090	0.022700	2.1
674	-0.525437	74.039209	0.178197	0.024596	1.8
675	-0.504969	73.720244	0.178797	0.037119	1.6
676	-0.486668	74.692050	0.176981	0.017713	1.7
677	-0.539054	75.214109	0.176021	0.018934	1.6
678	-0.510167	74.946340	0.176512	0.028990	2.0
679	-0.513897	74.685416	0.176994	0.033428	2.3
680	-0.515990	74.331443	0.177651	0.017971	2.4
681	-0.503959	75.330741	0.175808	0.025567	1.7
682	-0.521437	74.977052	0.176456	0.031528	1.6
683	-0.513021	74.623079	0.177109	0.020767	1.8
684	-0.504983	75.608350	0.175303	0.019776	2.2
685	-0.516409	75.499365	0.175501	0.022033	2.0
686	-0.516675	75.145661	0.176146	0.033475	2.6
687	-0.527224	75.331692	0.175806	0.026043	2.6
688	-0.513756	76.331679	0.174000	0.030070	2.0
689	-0.508820	75.984490	0.174623	0.026754	1.6
690	-0.524618	75.677913	0.175177	0.031716	1.8
691	-0.508961	75.324233	0.175820	0.022270	1.9
692	-0.508463	76.324155	0.174013	0.027207	1.5
693	-0.525445	76.033297	0.174535	0.030624	1.7
694	-0.496555	75.724028	0.175093	0.021386	2.3
695	-0.524164	75.370055	0.175736	0.032504	1.7
696	-0.517658	75.419795	0.175645	0.022482	1.6
697	-0.529437	75.065827	0.176293	0.019363	1.5
698	-0.535230	74.712252	0.176944	0.016979	1.5
699	-0.508380	74.363909	0.177590	0.038821	1.9
700	-0.522700	74.009936	0.178252	0.022872	1.9
701	-0.495785	75.007360	0.176400	0.038187	1.7
702	-0.511090	75.283970	0.175893	0.018300	2.7
703	-0.519325	74.930035	0.176542	0.023052	2.0
704	-0.506471	75.422661	0.175640	0.013096	1.9
705	-0.513250	75.073795	0.176278	0.020554	1.6
706	-0.540429	74.777286	0.176824	0.012174	2.1
707	-0.532044	74.436827	0.177455	0.031944	1.5
708	-0.519427	74.085195	0.178111	0.031539	1.5
709	-0.514914	73.731222	0.178776	0.040109	2.9
710	-0.517139	74.720179	0.176929	0.031558	1.9
711	-0.535176	74.368702	0.177581	0.018620	1.6
712	-0.507859	74.014927	0.178243	0.032966	1.5
713	-0.523477	73.829295	0.178591	0.032123	1.8
714	-0.504532	73.475324	0.179261	0.029525	1.9
715	-0.511166	73.121350	0.179935	0.028123	1.6
716	-0.539941	74.121339	0.178043	0.039203	1.6
717	-0.523119	73.835787	0.178579	0.029711	3.5
718	-0.524885	74.694089	0.176978	0.022029	2.0
719	-0.505262	75.525155	0.175454	0.024608	1.7
720	-0.499703	76.519544	0.173665	0.027226	1.8
721	-0.513146	76.166071	0.174296	0.021345	1.8
722	-0.529892	75.812761	0.174933	0.029504	1.7
723	-0.497545	75.458813	0.175574	0.018075	1.6
724	-0.534581	75.105403	0.176220	0.030555	3.2
725	-0.541941	76.099299	0.174416	0.018738	1.6
726	-0.534189	75.747231	0.175051	0.032135	1.5
727	-0.532226	76.494995	0.173708	0.017227	1.8
728	-0.512929	77.487710	0.171958	0.032317	1.8
729	-0.525649	77.138393	0.172570	0.037513	1.6
730	-0.519207	78.127747	0.170847	0.028868	1.5
731	-0.489011	79.127726	0.169141	0.025735	1.5
732	-0.496157	78.914274	0.169502	0.028022	2.1
733	-0.509981	79.544905	0.168439	0.009510	1.6
734	-0.515356	79.195699	0.169026	0.028707	1.6
735	-0.505576	78.849154	0.169613	0.025104	1.5
736	-0.517119	79.848338	0.167932	0.025562	1.7
737	-0.528810	80.254319	0.167259	0.016897	1.6
738	-0.535361	80.201591	0.167346	0.051873	1.5
739	-0.485113	79.847912	0.167933	0.038697	2.4
740	-0.503614	80.847912	0.166284	0.035912	1.9
741	-0.535885	81.847888	0.164667	0.037972	1.9
742	-0.515160	81.493917	0.165236	0.043046	1.6
743	-0.531977	82.493899	0.163640	0.018682	1.7
744	-0.505012	82.141683	0.164198	0.020266	1.6
745	-0.516637	81.797991	0.164747	0.036866	1.5
746	-0.507412	82.690803	0.163329	0.032524	1.9
747	-0.544777	82.336835	0.163888	0.022498	2.4
748	-0.522649	82.712909	0.163294	0.013794	1.6
749	-0.517363	82.446755	0.163714	0.029408	1.5
750	-0.563733	82.102772	0.164260	0.016568	1.8
751	-0.504479	82.985078	0.162867	0.048141	1.6
752	-0.506089	82.672970	0.163357	0.039273	1.6
753	-0.516450	82.343372	0.163878	0.030334	1.6
754	-0.511887	81.989398	0.164441	0.026108	1.9
755	-0.548176	81.650708	0.164984	0.017910	2.7
756	-0.497741	81.297012	0.165554	0.013117	1.6
757	-0.520936	81.607911	0.165053	0.019017	1.5
758	-0.531699	81.401413	0.165385	0.037598	1.5
759	-0.541209	81.061277	0.165937	0.024720	1.5
760	-0.550492	80.707303	0.166514	0.026278	1.6
761	-0.528743	81.265215	0.165606	0.025602	1.7
762	-0.504591	81.108765	0.165859	0.017338	2.0
763	-0.497049	80.755104	0.166436	0.012542	1.6
764	-0.531300	80.692510	0.166538	0.022739	2.2
765	-0.519160	80.339791	0.167118	0.020669	1.8
766	-0.541098	80.956801	0.166107	0.025256	1.6
767	-0.523227	80.630001	0.166641	0.023502	1.6
768	-0.529741	80.276247	0.167223	0.030059	1.6
769	-0.541494	79.930590	0.167796	0.017586	1.7
770	-0.505918	79.577283	0.168385	0.021647	2.1
771	-0.548117	79.257067	0.168923	0.031576	2.5
772	-0.493199	80.257063	0.167255	0.024053	1.7
773	-0.517715	79.907147	0.167835	0.018197	1.7
774	-0.497422	79.553443	0.168425	0.033547	1.9
775	-0.549357	80.522939	0.166816	0.020454	1.7
776	-0.503094	80.168975	0.167400	0.033066	1.9
777	-0.517749	79.824582	0.167972	0.036427	1.7
778	-0.537887	79.470608	0.168564	0.032539	1.6
779	-0.532572	79.116648	0.169160	0.032094	1.9
780	-0.486731	80.116638	0.167487	0.023309	1.7
781	-0.499657	79.791183	0.168028	0.012228	1.6
782	-0.532575	80.689079	0.166544	0.035510	1.5
783	-0.514085	80.441974	0.166950	0.022798	1.5
784	-0.477705	81.441963	0.165320	0.006802	2.5
785	-0.494587	81.158147	0.165779	0.028788	1.6
786	-0.506852	81.544584	0.165155	0.019960	1.8
787	-0.514423	82.161254	0.164167	0.016267	2.0
788	-0.554053	82.629700	0.163425	0.022664	2.2
789	-0.502886	82.610508	0.163455	0.025767	1.6
790	-0.519494	82.257234	0.164015	0.037345	1.5
791	-0.538115	83.257234	0.162441	0.029527	2.0
792	-0.508646	84.257233	0.160898	0.031360	1.6
793	-0.494237	83.903410	0.161441	0.049743	1.6
794	-0.520436	83.549443	0.161987	0.023545	1.9
795	-0.501409	84.549442	0.160453	0.026322	1.9
796	-0.530366	85.549420	0.158947	0.033003	1.6
797	-0.511968	85.195448	0.159477	0.045627	1.5
798	-0.463279	86.195448	0.157989	0.039618	1.9
799	-0.498310	85.841475	0.158512	0.022276	1.9
800	-0.502147	85.490519	0.159035	0.027845	1.6
801	-0.510699	86.489466	0.157557	0.033792	1.5
802	-0.510301	87.483655	0.156113	0.063417	2.7
803	-0.487097	88.483655	0.154687	0.022762	1.6
804	-0.500103	88.129727	0.155189	0.014912	1.5
805	-0.523894	87.776463	0.155693	0.021747	1.5
806	-0.537531	87.741922	0.155742	0.026799	2.0
807	-0.525701	88.483408	0.154687	0.021603	1.8
808	-0.519099	88.129438	0.155189	0.027878	1.6
809	-0.513045	87.775479	0.155694	0.037196	1.5
810	-0.494510	87.421505	0.156202	0.020991	1.8
811	-0.541463	87.068522	0.156713	0.028947	1.9
812	-0.518954	86.937965	0.156902	0.038181	2.0
813	-0.524849	86.583991	0.157418	0.015506	1.6
814	-0.518732	86.230075	0.157938	0.031720	1.9
815	-0.540059	85.897060	0.158430	0.050503	1.7
816	-0.528222	85.543149	0.158956	0.013529	1.5
817	-0.528364	85.264668	0.159373	0.022542	1.9
818	-0.466706	85.355767	0.159236	0.040749	1.8
819	-0.487205	85.263135	0.159375	0.025922	1.9
820	-0.477865	84.912380	0.159903	0.031480	1.6
821	-0.529262	84.593550	0.160386	0.017094	1.6
822	-0.536868	84.240816	0.160923	0.036684	1.7
823	-0.511731	85.224294	0.159433	0.028600	1.8
824	-0.527096	86.224293	0.157946	0.023066	1.6
825	-0.507541	87.110394	0.156652	0.012419	1.6
826	-0.547976	86.767901	0.157150	0.017494	3.0
827	-0.519915	86.449260	0.157616	0.024870	1.7
828	-0.514913	86.160415	0.158041	0.025654	1.6
829	-0.511166	85.821709	0.158542	0.033329	2.0
830	-0.531569	85.490315	0.159035	0.023187	1.7
831	-0.529600	85.136341	0.159566	0.009402	2.0
832	-0.526945	85.135728	0.159566	0.022038	1.7
833	-0.490980	84.973403	0.159811	0.022776	1.7
834	-0.529221	85.957389	0.158341	0.024338	2.5
835	-0.514704	86.889000	0.156973	0.028310	1.8
836	-0.513407	87.866212	0.155564	0.024406	2.0
837	-0.524145	87.512280	0.156072	0.036658	1.6
838	-0.522212	87.289685	0.156393	0.030592	1.5
839	-0.527362	87.004081	0.156806	0.015040	1.6
840	-0.504572	87.882453	0.155541	0.034066	1.7
841	-0.535592	87.529021	0.156048	0.025833	1.9
842	-0.522206	88.496687	0.154669	0.027352	2.3
843	-0.529673	88.142720	0.155170	0.037900	1.6
844	-0.514000	87.799682	0.155659	0.020722	2.1
845	-0.499842	88.799044	0.154243	0.016964	2.1
846	-0.539717	89.517849	0.153240	0.025505	1.6
847	-0.498056	90.510959	0.151875	0.012395	1.6
848	-0.528241	90.175683	0.152333	0.019550	1.5
849	-0.509173	89.847295	0.152784	0.025838	1.5
850	-0.522026	90.404195	0.152020	0.016751	2.5
851	-0.526749	91.391288	0.150685	0.033565	1.6
852	-0.521279	91.048427	0.151146	0.035518	2.0
853	-0.509823	92.048426	0.149809	0.029973	1.6
854	-0.537153	91.694452	0.150280	0.025178	1.5
855	-0.520232	91.340480	0.150753	0.020926	2.0
856	-0.516540	91.294931	0.150814	0.012840	1.6
857	-0.524382	90.962174	0.151263	0.016502	1.5
858	-0.526550	91.310004	0.150794	0.015574	2.1
859	-0.495441	90.969021	0.151253	0.025150	1.7
860	-0.528755	90.624487	0.151720	0.021795	1.9
861	-0.507847	91.622584	0.150376	0.021124	1.7
862	-0.513634	92.191883	0.149619	0.012674	1.6
863	-0.510883	91.899095	0.150007	0.033813	1.7
864	-0.529153	92.182077	0.149632	0.018868	1.8
865	-0.519167	92.635250	0.149036	0.014237	1.6
866	-0.519214	93.141057	0.148375	0.014913	2.4
867	-0.508921	92.793417	0.148828	0.021156	2.2
868	-0.510035	92.920112	0.148663	0.022255	1.6
869	-0.497915	92.730472	0.148911	0.033905	1.9
870	-0.506691	93.568165	0.147822	0.019200	1.7
871	-0.530071	94.567632	0.146544	0.039115	1.6
872	-0.507493	94.213669	0.146994	0.033444	1.6
873	-0.535123	93.859696	0.147447	0.027055	1.5
874	-0.544130	93.510444	0.147897	0.045779	3.1
875	-0.535813	94.506411	0.146621	0.042480	1.6
876	-0.509428	94.152437	0.147072	0.027754	1.5
877	-0.526363	95.152437	0.145806	0.037307	1.5
878	-0.517707	94.798464	0.146252	0.031572	1.5
879	-0.538770	94.444639	0.146700	0.026903	1.6
880	-0.526652	94.090668	0.147151	0.017395	1.5
881	-0.506701	93.737306	0.147604	0.014338	1.5
882	-0.528663	94.570195	0.146540	0.039236	2.3
883	-0.521267	94.787611	0.146265	0.027126	1.7
884	-0.511490	94.433637	0.146714	0.028055	1.9
885	-0.524083	94.080225	0.147164	0.031505	2.6
886	-0.520291	93.726269	0.147618	0.020304	1.6
887	-0.511929	94.566674	0.146545	0.025496	1.5
888	-0.527466	95.359290	0.145547	0.041638	1.5
889	-0.522492	95.060574	0.145921	0.017357	1.5
890	-0.537179	95.961677	0.144797	0.035629	1.8
891	-0.513966	95.614917	0.145228	0.017025	1.5
892	-0.551332	95.261033	0.145670	0.029181	1.9
893	-0.542506	96.260094	0.144429	0.010610	2.2
894	-0.534085	95.920264	0.144848	0.028473	1.6
895	-0.532476	95.885473	0.144891	0.030854	1.8
896	-0.539084	95.531500	0.145332	0.025313	1.5
897	-0.529586	96.429624	0.144220	0.026674	1.5
898	-0.532860	96.077831	0.144653	0.019240	1.5
899	-0.508701	97.072240	0.143435	0.026539	1.6
900	-0.520827	96.799352	0.143767	0.024922	2.2
901	-0.531842	96.450690	0.144194	0.021582	1.6
902	-0.551036	97.439614	0.142990	0.029403	2.2
903	-0.510168	97.164405	0.143323	0.021946	1.6
904	-0.493962	96.863610	0.143689	0.032616	1.5
905	-0.522824	96.509640	0.144122	0.027617	1.7
906	-0.528689	96.916354	0.143625	0.021545	1.6
907	-0.530804	96.573406	0.144044	0.032919	1.7
908	-0.532747	96.222799	0.144474	0.030116	1.9
909	-0.505794	97.213858	0.143263	0.022418	1.8
910	-0.512052	96.859890	0.143694	0.025061	2.9
911	-0.518108	96.507143	0.144125	0.025856	1.6
912	-0.547935	96.153264	0.144560	0.035148	1.5
913	-0.547685	95.799296	0.144998	0.041413	1.6
914	-0.531192	95.445656	0.145439	0.028785	1.5
915	-0.504996	95.091683	0.145882	0.034902	1.7
916	-0.549752	94.745704	0.146318	0.045199	2.2
917	-0.512279	95.744857	0.145066	0.027325	1.7
918	-0.506900	95.720153	0.145097	0.016196	2.5
919	-0.516190	96.527289	0.144100	0.022882	1.7
920	-0.544761	96.187200	0.144518	0.025262	1.9
921	-0.505898	95.966181	0.144791	0.019167	1.6
922	-0.543075	95.620430	0.145221	0.043687	1.5
923	-0.519273	95.274786	0.145652	0.012342	1.8
924	-0.501755	94.979352	0.146023	0.007719	2.2
925	-0.523560	95.062204	0.145919	0.023156	1.9
926	-0.528916	95.605087	0.145240	0.019587	1.8
927	-0.533850	96.591485	0.144021	0.032543	1.7
928	-0.540453	97.590838	0.142808	0.031574	1.6
929	-0.536397	97.237077	0.143235	0.026173	1.6
930	-0.518870	96.885686	0.143662	0.037992	1.6
931	-0.531913	97.885218	0.142454	0.021670	1.7
932	-0.522214	97.531286	0.142880	0.025593	1.6
933	-0.521026	97.177315	0.143308	0.048453	2.9
934	-0.496526	96.823342	0.143738	0.015739	1.9
935	-0.555872	97.780066	0.142580	0.041203	1.7
936	-0.541181	97.455532	0.142971	0.029052	1.9
937	-0.526964	97.101570	0.143399	0.024547	2.2
938	-0.523706	97.268745	0.143197	0.016288	1.7
939	-0.522613	97.597926	0.142799	0.021479	1.6
940	-0.519044	98.164478	0.142120	0.024029	1.5
941	-0.518814	99.157575	0.140946	0.037703	2.2
942	-0.526961	100.153410	0.139787	0.023638	1.9
943	-0.506987	99.806222	0.140189	0.031985	1.6
944	-0.493713	99.452259	0.140601	0.025437	1.5
945	-0.486143	99.098286	0.141015	0.039636	1.8
946	-0.517162	98.744313	0.141432	0.024656	1.6
947	-0.512773	99.743420	0.140262	0.027518	1.9
948	-0.506957	99.653149	0.140367	0.035514	2.1
949	-0.529730	99.332736	0.140741	0.019186	1.6
950	-0.536850	98.982831	0.141151	0.029356	1.5
951	-0.515111	98.629070	0.141568	0.038283	1.5
952	-0.465722	98.275118	0.141989	0.030866	2.2
953	-0.493724	97.921144	0.142411	0.027935	1.7
954	-0.534153	98.229537	0.142043	0.017856	1.5
955	-0.537657	97.875595	0.142466	0.017992	1.5
956	-0.515838	98.069366	0.142234	0.024074	1.5
957	-0.515988	97.735255	0.142634	0.028043	2.3
958	-0.525011	97.381550	0.143060	0.035861	1.6
959	-0.522043	98.240959	0.142029	0.033497	1.5
960	-0.505043	97.916610	0.142417	0.027472	2.0
961	-0.519034	97.633665	0.142756	0.021386	1.6
962	-0.548573	98.504250	0.141716	0.016699	1.9
963	-0.500951	98.518117	0.141700	0.029053	1.6
964	-0.508005	98.164161	0.142121	0.018777	1.6
965	-0.518587	98.696040	0.141489	0.040322	2.4
966	-0.524790	99.484488	0.140563	0.053610	1.6
967	-0.518768	100.484488	0.139406	0.031704	1.7
968	-0.525318	101.484488	0.138268	0.020238	1.9
969	-0.507053	101.970729	0.137721	0.053073	1.6
970	-0.513697	102.905678	0.136682	0.027898	1.6
971	-0.495880	102.552292	0.137073	0.031185	1.5
972	-0.519220	103.090257	0.136479	0.016401	1.6
973	-0.523105	104.071569	0.135408	0.037976	1.9
974	-0.520220	105.055313	0.134351	0.041272	1.7
975	-0.513257	104.701473	0.134730	0.019444	1.5
976	-0.547512	105.339458	0.134049	0.025397	2.2
977	-0.531899	104.999910	0.134410	0.027884	1.7
978	-0.515563	104.645942	0.134789	0.014135	1.5
979	-0.542234	104.328238	0.135131	0.030920	1.6
980	-0.521871	104.086056	0.135392	0.039603	1.5
981	-0.522637	103.732086	0.135777	0.031432	1.5
982	-0.551718	103.437806	0.136098	0.021866	2.7
983	-0.548079	103.934301	0.135557	0.023122	1.6
984	-0.523492	103.580768	0.135942	0.020826	1.9
985	-0.528755	103.274548	0.136277	0.023986	1.7
986	-0.521645	103.497191	0.136033	0.027017	1.5
987	-0.510873	104.005887	0.135479	0.010193	1.6
988	-0.534867	103.705314	0.135806	0.018094	1.5
989	-0.506408	103.381509	0.136159	0.037339	1.5
990	-0.511299	103.027542	0.136548	0.023386	2.3
991	-0.500923	103.620947	0.135898	0.025258	1.6
992	-0.502807	103.267360	0.136284	0.028845	2.6
993	-0.508723	102.913519	0.136674	0.028647	1.6
994	-0.535458	103.846765	0.135652	0.025270	1.5
995	-0.528916	103.882943	0.135613	0.029110	1.7
996	-0.509492	103.529745	0.135997	0.024405	1.5
997	-0.529308	103.664563	0.135850	0.026231	1.7
998	-0.507212	103.310656	0.136237	0.021895	2.3
999	-0.502169	102.956790	0.136626	0.023191	1.6
1000	-0.495666	102.604888	0.137015	0.036905	2.0
1001	-0.522297	103.604339	0.135916	0.020353	1.8
1002	-0.498254	104.444853	0.135005	0.039215	1.6
1003	-0.528669	104.224475	0.135243	0.029208	1.7
1004	-0.512704	103.870504	0.135626	0.028825	1.5
1005	-0.519190	104.870477	0.134549	0.034163	1.5
1006	-0.537378	104.516504	0.134928	0.017130	2.2
1007	-0.510831	104.228600	0.135238	0.019726	1.9
1008	-0.524976	104.061567	0.135419	0.028326	1.7
1009	-0.524040	103.707597	0.135803	0.032822	1.6
1010	-0.491578	104.629934	0.134806	0.045203	1.6
1011	-0.520767	105.629934	0.133742	0.010280	2.1
1012	-0.564497	105.459996	0.133921	0.022224	1.7
1013	-0.523359	105.139359	0.134262	0.022877	1.6
1014	-0.523412	104.786187	0.134639	0.033088	2.4
1015	-0.544274	105.785215	0.133578	0.016416	2.1
